,Unnamed: 0,Unnamed: 0.1,Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile,new_col
3779,3779,15222,TSG 1899 Hoffenheim,Franco Zuculini,19,Argentina,Centrale,CC,"4,00 mln €",Genoa CFC,Italia,Spesa prestito:700 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/franco-zuculini/profil/spieler/73083,"TSG 1899 Hoffenheim,Genoa CFC"
3780,3780,15223,TSG 1899 Hoffenheim,Per Nilsson,27,Svezia,Difensore centrale,DC,"1,00 mln €",1. FC Norimberga,Germania,400 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/per-nilsson/profil/spieler/18100,"TSG 1899 Hoffenheim,1. FC Norimberga"
3781,3781,15224,TSG 1899 Hoffenheim,Wellington,22,Brasile,Punta centrale,P,"2,00 mln €",Fortuna Düsseldorf,Germania,Spesa prestito:200 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/wellington/profil/spieler/67207,"TSG 1899 Hoffenheim,Fortuna Düsseldorf"
3782,3782,15225,TSG 1899 Hoffenheim,Christian Eichner,28,Germania,Terzino sinistro,TS,"2,00 mln €",1.FC Colonia,Germania,100 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/christian-eichner/profil/spieler/10893,"TSG 1899 Hoffenheim,1.FC Colonia"
3784,3784,15227,TSG 1899 Hoffenheim,Kevin Volland,18,Germania,Punta centrale,P,350 mila €,TSV Monaco 1860,Germania,Prestito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/kevin-volland/profil/spieler/82009,"TSG 1899 Hoffenheim,TSV Monaco 1860"
3787,3787,15230,TSG 1899 Hoffenheim,Jukka Raitala,21,Finlandia,Terzino sinistro,TS,750 mila €,SC Paderborn 07,Germania,Prestito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/jukka-raitala/profil/spieler/47785,"TSG 1899 Hoffenheim,SC Paderborn 07"
3788,3788,15231,TSG 1899 Hoffenheim,Marco Terrazzino,19,Germania,Trequartista,TQ,350 mila €,Karlsruher SC,Germania,?,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/marco-terrazzino/profil/spieler/67869,"TSG 1899 Hoffenheim,Karlsruher SC"
3791,3791,15234,SC Friburgo,Jackson Mendy,23,Senegal,Difensore centrale,DC,300 mila €,Grenoble Foot 38,Francia,200 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/jackson-mendy/profil/spieler/81636,"SC Friburgo,Grenoble Foot 38"
3792,3792,15235,SC Friburgo,Ivica Banovic,30,Croazia,Mediano,M,"1,00 mln €",MSV Duisburg,Germania,Prestito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/ivica-banovic/profil/spieler/517,"SC Friburgo,MSV Duisburg"
3795,3795,15238,SC Friburgo,Mohamadou Idrissou,30,Camerun,Punta centrale,P,"2,50 mln €",Borussia Mönchengladbach,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/mohamadou-idrissou/profil/spieler/1574,"SC Friburgo,Borussia Mönchengladbach"
3798,3798,15241,SC Friburgo,Eke Uzoma,20,Nigeria,Terzino sinistro,TS,800 mila €,TSV Monaco 1860,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/eke-uzoma/profil/spieler/43500,"SC Friburgo,TSV Monaco 1860"
3808,3808,15251,1.FSV Magonza 05,Tim Hoogland,25,Germania,Difensore centrale,DC,"3,50 mln €",FC Schalke 04,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/tim-hoogland/profil/spieler/18833,"1.FSV Magonza 05,FC Schalke 04"
3809,3809,15252,1.FSV Magonza 05,Chadli Amri,25,Algeria,Ala destra,AD,"1,40 mln €",1.FC Kaiserslautern,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/chadli-amri/profil/spieler/20914,"1.FSV Magonza 05,1.FC Kaiserslautern"
3811,3811,15254,1.FSV Magonza 05,Filip Trojan,27,Repubblica Ceca,Centrocampista di sinistra,CS,"1,00 mln €",MSV Duisburg,Germania,Prestito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/filip-trojan/profil/spieler/1442,"1.FSV Magonza 05,MSV Duisburg"
3812,3812,15255,1.FSV Magonza 05,Dragan Gjorgiev,19,Macedonia del Nord,Ala sinistra,AS,500 mila €,SC Paderborn 07,Germania,Prestito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/dragan-gjorgiev/profil/spieler/86223,"1.FSV Magonza 05,SC Paderborn 07"
3813,3813,15256,1.FSV Magonza 05,Stefan Bell,18,Germania,Difensore centrale,DC,"1,00 mln €",TSV Monaco 1860,Germania,Prestito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/stefan-bell/profil/spieler/82350,"1.FSV Magonza 05,TSV Monaco 1860"
3816,3816,15259,1.FSV Magonza 05,Eugen Polanski,24,Polonia,Mediano,M,"3,00 mln €",Getafe CF,Spagna,Fine prestito05/nov/2010,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/eugen-polanski/profil/spieler/19548,"1.FSV Magonza 05,Getafe CF"
3824,3824,15267,Amburgo SV,Jérôme Boateng,21,Germania,Difensore centrale,DC,"15,00 mln €",Manchester City,Inghilterra,"12,50 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/jerome-boateng/profil/spieler/26485,"Amburgo SV,Manchester City"
3825,3825,15268,Amburgo SV,Sidney Sam,22,Germania,Ala destra,AD,"3,00 mln €",Bayer 04 Leverkusen,Germania,"2,00 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/sidney-sam/profil/spieler/39102,"Amburgo SV,Bayer 04 Leverkusen"
3827,3827,15270,Amburgo SV,Sören Bertram,19,Germania,Ala destra,AD,200 mila €,FC Augusta,Germania,Spesa prestito:50 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/soren-bertram/profil/spieler/76143,"Amburgo SV,FC Augusta"
3829,3829,15272,Amburgo SV,Tolgay Arslan,19,Germania,Centrale,CC,300 mila €,Alemannia Aachen,Germania,Prestito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/tolgay-arslan/profil/spieler/53536,"Amburgo SV,Alemannia Aachen"
3830,3830,15273,Amburgo SV,Mickaël Tavares,27,Senegal,Mediano,M,"1,25 mln €",FC Middlesbrough,Inghilterra,Prestito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/mickael-tavares/profil/spieler/45139,"Amburgo SV,FC Middlesbrough"
3831,3831,15274,Amburgo SV,David Rozehnal,30,Repubblica Ceca,Difensore centrale,DC,"3,75 mln €",LOSC Lilla,Francia,Prestito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/david-rozehnal/profil/spieler/9659,"Amburgo SV,LOSC Lilla"
3833,3833,15276,Amburgo SV,Maximilian Beister,19,Germania,Ala destra,AD,200 mila €,Fortuna Düsseldorf,Germania,Prestito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/maximilian-beister/profil/spieler/58379,"Amburgo SV,Fortuna Düsseldorf"
3836,3836,15279,1.FC Colonia,Thomas Kessler,24,Germania,Portiere,POR,400 mila €,FC St. Pauli,Germania,Spesa prestito:50 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/thomas-kessler/profil/spieler/5072,"1.FC Colonia,FC St. Pauli"
3841,3841,15284,1.FC Colonia,Maniche,32,Portogallo,Centrale,CC,"3,00 mln €",Sporting CP,Portogallo,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/maniche/profil/spieler/9822,"1.FC Colonia,Sporting CP"
3842,3842,15285,1.FC Colonia,Sebastian Zielinsky,22,Germania,Centrocampista di destra,CD,100 mila €,FC Ingolstadt 04,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/sebastian-zielinsky/profil/spieler/26146,"1.FC Colonia,FC Ingolstadt 04"
3845,3845,15288,1.FC Colonia,Marvin Matip,24,Camerun,Difensore centrale,DC,500 mila €,FC Ingolstadt 04,Germania,?,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/marvin-matip/profil/spieler/17025,"1.FC Colonia,FC Ingolstadt 04"
3848,3848,15291,1.FC Colonia,Zoran Tosic,23,Serbia,Ala destra,AD,"5,50 mln €",Manchester United,Inghilterra,Fine prestito30/giu/2010,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/zoran-tosic/profil/spieler/46180,"1.FC Colonia,Manchester United"
3858,3858,15301,1.FC Kaiserslautern,Erik Jendrisek,23,Slovacchia,Punta centrale,P,"2,50 mln €",FC Schalke 04,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/erik-jendrisek/profil/spieler/41369,"1.FC Kaiserslautern,FC Schalke 04"
3860,3860,15303,1.FC Kaiserslautern,Christoph Buchner,20,Germania,Difensore centrale,DC,200 mila €,1.FC Saarbrücken,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/christoph-buchner/profil/spieler/57921,"1.FC Kaiserslautern,1.FC Saarbrücken"
3862,3862,15305,1.FC Kaiserslautern,Luis Robles,26,Stati Uniti,Portiere,POR,400 mila €,Karlsruher SC,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/luis-robles/profil/spieler/47289,"1.FC Kaiserslautern,Karlsruher SC"
3870,3870,15313,1.FC Kaiserslautern,Sidney Sam,22,Germania,Ala destra,AD,"3,00 mln €",Amburgo SV,Germania,Fine prestito30/giu/2010,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/sidney-sam/profil/spieler/39102,"1.FC Kaiserslautern,Amburgo SV"
3871,3871,15314,1.FC Kaiserslautern,Ivo Ilicevic,23,Croazia,Ala sinistra,AS,"1,50 mln €",VfL Bochum,Germania,Fine prestito30/giu/2010,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/ivo-ilicevic/profil/spieler/30308,"1.FC Kaiserslautern,VfL Bochum"
3872,3872,15315,1.FC Kaiserslautern,Georges Mandjeck,21,Camerun,Mediano,M,"2,00 mln €",VfB Stoccarda,Germania,Fine prestito30/giu/2010,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/georges-mandjeck/profil/spieler/52112,"1.FC Kaiserslautern,VfB Stoccarda"
3874,3874,15317,1.FC Kaiserslautern,Rodnei,24,Brasile,Difensore centrale,DC,"2,50 mln €",Hertha BSC,Germania,Fine prestito30/giu/2010,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/rodnei/profil/spieler/58453,"1.FC Kaiserslautern,Hertha BSC"
3875,3875,15318,1.FC Kaiserslautern,Markus Steinhöfer,24,Germania,Terzino destro,TD,"1,50 mln €",Eintracht Francoforte,Germania,Fine prestito30/giu/2010,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/markus-steinhofer/profil/spieler/16726,"1.FC Kaiserslautern,Eintracht Francoforte"
3876,3876,16109,FC Bayern Monaco,Mehmet Ekici,21,Turchia,Trequartista,TQ,"6,50 mln €",SV Werder Brema,Germania,"5,00 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/mehmet-ekici/profil/spieler/39724,"FC Bayern Monaco,SV Werder Brema"
3877,3877,16110,FC Bayern Monaco,Thomas Kraft,22,Germania,Portiere,POR,"2,50 mln €",Hertha BSC,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/thomas-kraft/profil/spieler/39732,"FC Bayern Monaco,Hertha BSC"
3878,3878,16111,FC Bayern Monaco,Hamit Altintop,28,Turchia,Centrocampista di destra,CD,"6,00 mln €",Real Madrid CF,Spagna,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/hamit-altintop/profil/spieler/1792,"FC Bayern Monaco,Real Madrid CF"
3879,3879,16112,FC Bayern Monaco,Andreas Ottl,26,Germania,Mediano,M,"2,50 mln €",Hertha BSC,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/andreas-ottl/profil/spieler/14856,"FC Bayern Monaco,Hertha BSC"
3880,3880,16113,FC Bayern Monaco,Miroslav Klose,33,Germania,Punta centrale,P,"5,00 mln €",SS Lazio,Italia,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/miroslav-klose/profil/spieler/10,"FC Bayern Monaco,SS Lazio"
3881,3881,16114,Borussia Dortmund,Nuri Sahin,22,Turchia,Mediano,M,"20,00 mln €",Real Madrid CF,Spagna,"10,00 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/nuri-sahin/profil/spieler/31095,"Borussia Dortmund,Real Madrid CF"
3882,3882,16115,Borussia Dortmund,Tamás Hajnal,30,Ungheria,Trequartista,TQ,"2,50 mln €",VfB Stoccarda,Germania,"1,00 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/tamas-hajnal/profil/spieler/264,"Borussia Dortmund,VfB Stoccarda"
3883,3883,16116,Borussia Dortmund,Mohamed Zidan,30,Egitto,Seconda punta,SP,"2,00 mln €",1.FSV Magonza 05,Germania,400 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/mohamed-zidan/profil/spieler/17275,"Borussia Dortmund,1.FSV Magonza 05"
3884,3884,16117,Borussia Dortmund,Dimitar Rangelov,28,Bulgaria,Punta centrale,P,"1,50 mln €",FC Energie Cottbus,Germania,Spesa prestito:200 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/dimitar-rangelov/profil/spieler/39912,"Borussia Dortmund,FC Energie Cottbus"
3885,3885,16118,Borussia Dortmund,Markus Feulner,29,Germania,Centrale,CC,"1,00 mln €",1. FC Norimberga,Germania,150 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/markus-feulner/profil/spieler/1986,"Borussia Dortmund,1. FC Norimberga"
3886,3886,16119,Borussia Dortmund,Marco Stiepermann,20,Germania,Trequartista,TQ,400 mila €,Alemannia Aachen,Germania,Spesa prestito:100 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/marco-stiepermann/profil/spieler/45760,"Borussia Dortmund,Alemannia Aachen"
3887,3887,16120,Borussia Dortmund,Lasse Sobiech,20,Germania,Difensore centrale,DC,300 mila €,FC St. Pauli,Germania,Spesa prestito:100 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/lasse-sobiech/profil/spieler/79503,"Borussia Dortmund,FC St. Pauli"
3888,3888,16121,Borussia Dortmund,Daniel Ginczek,20,Germania,Punta centrale,P,400 mila €,VfL Bochum,Germania,Spesa prestito:100 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/daniel-ginczek/profil/spieler/79501,"Borussia Dortmund,VfL Bochum"
3889,3889,16122,Borussia Dortmund,Marc Hornschuh,20,Germania,Difensore centrale,DC,300 mila €,FC Ingolstadt 04,Germania,Spesa prestito:90 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/marc-hornschuh/profil/spieler/45685,"Borussia Dortmund,FC Ingolstadt 04"
3890,3890,16123,Borussia Dortmund,Damien Le Tallec,21,Francia,Mediano,M,150 mila €,FC Nantes,Francia,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/damien-le-tallec/profil/spieler/59950,"Borussia Dortmund,FC Nantes"
3892,3892,16125,Bayer 04 Leverkusen,Arturo Vidal,24,Cile,Centrale,CC,"20,00 mln €",Juventus FC,Italia,"12,50 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/arturo-vidal/profil/spieler/37666,"Bayer 04 Leverkusen,Juventus FC"
3894,3894,16127,Bayer 04 Leverkusen,Marcel Risse,21,Germania,Centrocampista di destra,CD,"1,75 mln €",1.FSV Magonza 05,Germania,800 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/marcel-risse/profil/spieler/51176,"Bayer 04 Leverkusen,1.FSV Magonza 05"
3896,3896,16129,Bayer 04 Leverkusen,Constant Djakpa,24,Costa d'Avorio,Terzino sinistro,TS,"1,00 mln €",Eintracht Francoforte,Germania,500 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/constant-djakpa/profil/spieler/41866,"Bayer 04 Leverkusen,Eintracht Francoforte"
3897,3897,16130,Bayer 04 Leverkusen,Richard Sukuta-Pasu,21,Germania,Punta centrale,P,500 mila €,1.FC Kaiserslautern,Germania,280 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/richard-sukuta-pasu/profil/spieler/53455,"Bayer 04 Leverkusen,1.FC Kaiserslautern"
3898,3898,16131,Bayer 04 Leverkusen,Hanno Balitsch,30,Germania,Mediano,M,"2,50 mln €",1. FC Norimberga,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/hanno-balitsch/profil/spieler/823,"Bayer 04 Leverkusen,1. FC Norimberga"
3899,3899,16132,Bayer 04 Leverkusen,Zvonko Pamic,20,Croazia,Centrale,CC,750 mila €,MSV Duisburg,Germania,Prestito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/zvonko-pamic/profil/spieler/47624,"Bayer 04 Leverkusen,MSV Duisburg"
3900,3900,16133,Bayer 04 Leverkusen,Christoph Kramer,20,Germania,Mediano,M,100 mila €,VfL Bochum,Germania,Prestito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/christoph-kramer/profil/spieler/82097,"Bayer 04 Leverkusen,VfL Bochum"
3901,3901,16134,Bayer 04 Leverkusen,Nicolai Jörgensen,20,Danimarca,Punta centrale,P,"1,50 mln €",1.FC Kaiserslautern,Germania,Spesa prestito:30 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/nicolai-jorgensen/profil/spieler/100399,"Bayer 04 Leverkusen,1.FC Kaiserslautern"
3906,3906,16139,Bayer 04 Leverkusen,Bernd Leno,19,Germania,Portiere,POR,"5,00 mln €",VfB Stoccarda,Germania,Fine prestito31/dic/2011,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/bernd-leno/profil/spieler/72476,"Bayer 04 Leverkusen,VfB Stoccarda"
3907,3907,16140,FC Schalke 04,Manuel Neuer,25,Germania,Portiere,POR,"28,00 mln €",FC Bayern Monaco,Germania,"30,00 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/manuel-neuer/profil/spieler/17259,"FC Schalke 04,FC Bayern Monaco"
3909,3909,16142,FC Schalke 04,Lukas Schmitz,22,Germania,Terzino sinistro,TS,"2,50 mln €",SV Werder Brema,Germania,"1,00 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/lukas-schmitz/profil/spieler/49867,"FC Schalke 04,SV Werder Brema"
3914,3914,16147,FC Schalke 04,Mario Gavranovic,21,Svizzera,Punta centrale,P,"1,75 mln €",1.FSV Magonza 05,Germania,Spesa prestito:200 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/mario-gavranovic/profil/spieler/61380,"FC Schalke 04,1.FSV Magonza 05"
3915,3915,16148,FC Schalke 04,Vasilios Pliatsikas,23,Grecia,Difensore centrale,DC,750 mila €,MSV Duisburg,Germania,Spesa prestito:100 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/vasilios-pliatsikas/profil/spieler/34186,"FC Schalke 04,MSV Duisburg"
3916,3916,16149,FC Schalke 04,Jan Morávek,22,Repubblica Ceca,Centrale,CC,"3,50 mln €",FC Augusta,Germania,Spesa prestito:75 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/jan-moravek/profil/spieler/63022,"FC Schalke 04,FC Augusta"
3919,3919,16152,FC Schalke 04,Christian Pander,27,Germania,Terzino sinistro,TS,"2,00 mln €",Hannover 96,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/christian-pander/profil/spieler/2805,"FC Schalke 04,Hannover 96"
3923,3923,16156,SC Friburgo,Papiss Demba Cissé,26,Senegal,Punta centrale,P,"13,50 mln €",Newcastle United,Inghilterra,"12,00 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/papiss-demba-cisse/profil/spieler/33952,"SC Friburgo,Newcastle United"
3924,3924,16157,SC Friburgo,Ömer Toprak,21,Turchia,Difensore centrale,DC,"4,00 mln €",Bayer 04 Leverkusen,Germania,"3,00 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/omer-toprak/profil/spieler/43512,"SC Friburgo,Bayer 04 Leverkusen"
3925,3925,16158,SC Friburgo,Danny Williams,22,Stati Uniti,Mediano,M,500 mila €,TSG 1899 Hoffenheim,Germania,200 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/danny-williams/profil/spieler/38383,"SC Friburgo,TSG 1899 Hoffenheim"
3926,3926,16159,SC Friburgo,Felix Bastians,23,Germania,Difensore centrale,DC,"2,50 mln €",Hertha BSC,Germania,100 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/felix-bastians/profil/spieler/39083,"SC Friburgo,Hertha BSC"
3927,3927,16160,SC Friburgo,Heiko Butscher,31,Germania,Difensore centrale,DC,"2,00 mln €",Eintracht Francoforte,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/heiko-butscher/profil/spieler/1496,"SC Friburgo,Eintracht Francoforte"
3928,3928,16161,SC Friburgo,Maximilian Nicu,29,Romania,Difensore centrale,DC,"1,00 mln €",TSV Monaco 1860,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/maximilian-nicu/profil/spieler/2345,"SC Friburgo,TSV Monaco 1860"
3933,3933,16166,SC Friburgo,Ivica Banovic,31,Croazia,Mediano,M,700 mila €,FC Energie Cottbus,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/ivica-banovic/profil/spieler/517,"SC Friburgo,FC Energie Cottbus"
3938,3938,16171,SC Friburgo,Zvonko Pamic,20,Croazia,Centrale,CC,750 mila €,Bayer 04 Leverkusen,Germania,Fine prestito30/giu/2011,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/zvonko-pamic/profil/spieler/47624,"SC Friburgo,Bayer 04 Leverkusen"
3939,3939,16172,Amburgo SV,Eljero Elia,24,Olanda,Ala sinistra,AS,"12,50 mln €",Juventus FC,Italia,"9,00 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/eljero-elia/profil/spieler/27805,"Amburgo SV,Juventus FC"
3940,3940,16173,Amburgo SV,Jonathan Pitroipa,25,Burkina Faso,Ala destra,AD,"4,50 mln €",Stade Rennais FC,Francia,"3,50 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/jonathan-pitroipa/profil/spieler/19139,"Amburgo SV,Stade Rennais FC"
3942,3942,16175,Amburgo SV,Joris Mathijsen,31,Olanda,Difensore centrale,DC,"5,00 mln €",Málaga CF,Spagna,"1,75 mln €",Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/joris-mathijsen/profil/spieler/4563,"Amburgo SV,Málaga CF"
3943,3943,16176,Amburgo SV,Änis Ben-Hatira,23,Tunisia,Trequartista,TQ,"2,00 mln €",Hertha BSC,Germania,600 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/anis-ben-hatira/profil/spieler/35872,"Amburgo SV,Hertha BSC"
3944,3944,16177,Amburgo SV,David Rozehnal,30,Repubblica Ceca,Difensore centrale,DC,"2,50 mln €",LOSC Lilla,Francia,500 mila €,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/david-rozehnal/profil/spieler/9659,"Amburgo SV,LOSC Lilla"
3945,3945,16178,Amburgo SV,Wolfgang Hesl,25,Germania,Portiere,POR,300 mila €,SG Dynamo Dresda,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/wolfgang-hesl/profil/spieler/16843,"Amburgo SV,SG Dynamo Dresda"
3946,3946,16179,Amburgo SV,Collin Benjamin,32,Namibia,Mediano,M,750 mila €,TSV Monaco 1860,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/collin-benjamin/profil/spieler/1390,"Amburgo SV,TSV Monaco 1860"
3951,3951,16184,Amburgo SV,Eric Maxim Choupo-Moting,22,Camerun,Punta centrale,P,"2,00 mln €",1.FSV Magonza 05,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/eric-maxim-choupo-moting/profil/spieler/45660,"Amburgo SV,1.FSV Magonza 05"
3952,3952,16185,Amburgo SV,Tunay Torun,21,Turchia,Ala destra,AD,"1,50 mln €",Hertha BSC,Germania,gratuito,Out,2010-20,e,1-bundesliga,https://www.transfermarkt.it/tunay-torun/profil/spieler/39247,"Amburgo SV,Hertha BSC"
