,Unnamed: 0,Unnamed: 0.1,Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile,new_col
60229,60229,3242,AC Fiorentina,Stefan Effenberg,25,Germania,Centrale,CC,-,Borussia Mönchengladbach,Germania,Spesa prestito:750 mila €,Out,1990-99,e,serie-a,https://www.transfermarkt.it/stefan-effenberg/profil/spieler/197,"AC Fiorentina,Borussia Mönchengladbach"
60231,60231,3272,SSC Napoli,Paolo Di Canio,25,Italia,Punta centrale,P,-,Juventus FC,Italia,Fine prestito30/giu/1994,Out,1990-99,e,serie-a,https://www.transfermarkt.it/paolo-di-canio/profil/spieler/3699,"SSC Napoli,Juventus FC"
60232,60232,3273,SSC Napoli,Enzo Gambaro,28,Italia,Terzino sinistro,TS,-,Milan AC,Italia,Fine prestito30/giu/1994,Out,1990-99,e,serie-a,https://www.transfermarkt.it/enzo-gambaro/profil/spieler/142521,"SSC Napoli,Milan AC"
60234,60234,3302,US Cremonese,Francesco Colonnese,22,Italia,Difensore centrale,DC,-,AS Roma,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/francesco-colonnese/profil/spieler/5836,"US Cremonese,AS Roma"
60238,60238,3298,Calcio Padova,Davide Tentoni,24,Italia,Centrocampo,Centrocampo,-,AC Venezia 1907,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/davide-tentoni/profil/spieler/228320,"Calcio Padova,AC Venezia 1907"
60239,60239,3297,Calcio Padova,Roberto Putelli,25,Italia,Ala sinistra,AS,-,Robur Siena,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/roberto-putelli/profil/spieler/228316,"Calcio Padova,Robur Siena"
60241,60241,3295,Calcio Padova,Andrea Giordano,25,Italia,Attacco,Attacco,-,AC Chievo Verona,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/andrea-giordano/profil/spieler/338644,"Calcio Padova,AC Chievo Verona"
60242,60242,3294,Calcio Padova,Angelo Montrone,26,Italia,Attacco,Attacco,-,Delfino Pescara 1936,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/angelo-montrone/profil/spieler/335827,"Calcio Padova,Delfino Pescara 1936"
60246,60246,3290,Calcio Padova,Andrea Boscolo,19,Italia,Mediano,M,-,Treviso FBC 1993,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/andrea-boscolo/profil/spieler/21911,"Calcio Padova,Treviso FBC 1993"
60248,60248,3274,AC Reggiana,Johnny Ekström,29,Svezia,Punta centrale,P,-,SG Dynamo Dresda,Germania,600 mila €,Out,1990-99,e,serie-a,https://www.transfermarkt.it/johnny-ekstrom/profil/spieler/84557,"AC Reggiana,SG Dynamo Dresda"
60250,60250,3286,AC Reggiana,Giuseppe Accardi,30,Italia,Terzino destro,TD,-,AC Venezia 1907,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/giuseppe-accardi/profil/spieler/227629,"AC Reggiana,AC Venezia 1907"
60251,60251,3285,AC Reggiana,Giorgio Bresciani,25,Italia,Punta centrale,P,-,Bologna FC,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/giorgio-bresciani/profil/spieler/222747,"AC Reggiana,Bologna FC"
60254,60254,3282,AC Reggiana,Mauro Picasso,28,Italia,Centrocampo,Centrocampo,-,Ancona Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/mauro-picasso/profil/spieler/226500,"AC Reggiana,Ancona Calcio"
60255,60255,3281,AC Reggiana,Dario Morello,26,Italia,Punta centrale,P,-,Bologna FC,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/dario-morello/profil/spieler/214679,"AC Reggiana,Bologna FC"
60256,60256,3280,AC Reggiana,Giuseppe Scienza,27,Italia,Centrocampo,Centrocampo,-,Torino Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/giuseppe-scienza/profil/spieler/227516,"AC Reggiana,Torino Calcio"
60257,60257,3279,AC Reggiana,Christian Lantignotti,24,Italia,Trequartista,TQ,-,Cagliari Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/christian-lantignotti/profil/spieler/214768,"AC Reggiana,Cagliari Calcio"
60258,60258,3278,AC Reggiana,Michele Padovano,27,Italia,Punta centrale,P,-,Genoa 1893,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/michele-padovano/profil/spieler/158112,"AC Reggiana,Genoa 1893"
60259,60259,3277,AC Reggiana,Stefano Torrisi,23,Italia,Difensore centrale,DC,-,Torino Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/stefano-torrisi/profil/spieler/5865,"AC Reggiana,Torino Calcio"
60262,60262,3369,Milan AC,Enzo Gambaro,28,Italia,Terzino sinistro,TS,-,AC Fiorentina,Italia,Prestito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/enzo-gambaro/profil/spieler/142521,"Milan AC,AC Fiorentina"
60263,60263,3378,Milan AC,Enzo Gambaro,28,Italia,Terzino sinistro,TS,-,AC Reggiana,Italia,Prestito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/enzo-gambaro/profil/spieler/142521,"Milan AC,AC Reggiana"
60264,60264,3371,Milan AC,Angelo Carbone,26,Italia,Centrocampista di destra,CD,-,AC Fiorentina,Italia,Prestito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/angelo-carbone/profil/spieler/177667,"Milan AC,AC Fiorentina"
60265,60265,3468,Inter,Marco Barollo,22,Italia,Centrocampo,Centrocampo,-,AC Venezia 1907,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/marco-barollo/profil/spieler/6024,"Inter,AC Venezia 1907"
60267,60267,3465,Inter,Antonio Manicone,27,Italia,Mediano,M,-,Genoa 1893,Italia,Prestito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/antonio-manicone/profil/spieler/223471,"Inter,Genoa 1893"
60269,60269,3463,Inter,Riccardo Ferri,30,Italia,Difensore centrale,DC,-,UC Sampdoria,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/riccardo-ferri/profil/spieler/118251,"Inter,UC Sampdoria"
60270,60270,3462,Inter,Sergio Battistini,31,Italia,Mediano,M,-,Brescia Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/sergio-battistini/profil/spieler/120391,"Inter,Brescia Calcio"
60272,60272,3460,Inter,Walter Zenga,34,Italia,Portiere,POR,-,UC Sampdoria,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/walter-zenga/profil/spieler/116754,"Inter,UC Sampdoria"
60273,60273,3459,Inter,Igor Shalimov,25,Russia,Trequartista,TQ,-,MSV Duisburg,Germania,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/igor-shalimov/profil/spieler/88150,"Inter,MSV Duisburg"
60274,60274,3458,Inter,Massimo Marazzina,19,Italia,Punta centrale,P,-,Foggia Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/massimo-marazzina/profil/spieler/5930,"Inter,Foggia Calcio"
60277,60277,3455,AC Parma,Gianfranco Circati,23,Italia,Difesa,Difesa,-,US Salernitana,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/gianfranco-circati/profil/spieler/229203,"AC Parma,US Salernitana"
60278,60278,3454,AC Parma,Roberto Maltagliati,25,Italia,Difensore centrale,DC,-,Torino Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/roberto-maltagliati/profil/spieler/20742,"AC Parma,Torino Calcio"
60281,60281,3451,AC Parma,Salvatore Matrecano,23,Italia,Difensore centrale,DC,-,SSC Napoli,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/salvatore-matrecano/profil/spieler/224531,"AC Parma,SSC Napoli"
60282,60282,3450,AC Parma,Daniele Zoratto,32,Italia,Centrale,CC,-,Calcio Padova,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/daniele-zoratto/profil/spieler/216693,"AC Parma,Calcio Padova"
60283,60283,3449,AC Parma,Alessandro Melli,24,Italia,Punta centrale,P,-,UC Sampdoria,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/alessandro-melli/profil/spieler/169663,"AC Parma,UC Sampdoria"
60286,60286,3446,AC Parma,David Balleri,25,Italia,Terzino destro,TD,-,Calcio Padova,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/david-balleri/profil/spieler/21182,"AC Parma,Calcio Padova"
60287,60287,3445,AC Parma,Marco Ballotta,30,Italia,Portiere,POR,-,Brescia Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/marco-ballotta/profil/spieler/6034,"AC Parma,Brescia Calcio"
60289,60289,3443,AC Parma,Marco Branca,29,Italia,Punta centrale,P,-,AS Roma,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/marco-branca/profil/spieler/169692,"AC Parma,AS Roma"
60290,60290,3442,Genoa 1893,Marco Nappi,28,Italia,Seconda punta,SP,-,Brescia Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/marco-nappi/profil/spieler/120420,"Genoa 1893,Brescia Calcio"
60291,60291,3441,Genoa 1893,Michele Padovano,28,Italia,Punta centrale,P,-,AC Reggiana,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/michele-padovano/profil/spieler/158112,"Genoa 1893,AC Reggiana"
60292,60292,3440,Genoa 1893,Giovanni Francini,31,Italia,Terzino sinistro,TS,-,Brescia Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/giovanni-francini/profil/spieler/118252,"Genoa 1893,Brescia Calcio"
60293,60293,3439,Genoa 1893,Gianpaolo Spagnulo,30,Italia,Portiere,POR,-,Delfino Pescara 1936,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/gianpaolo-spagnulo/profil/spieler/223490,"Genoa 1893,Delfino Pescara 1936"
60294,60294,3438,Genoa 1893,Massimiliano Corrado,22,Italia,Terzino destro,TD,-,AC Perugia,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/massimiliano-corrado/profil/spieler/223460,"Genoa 1893,AC Perugia"
60295,60295,3467,Inter,Paolo Tramezzani,23,Italia,Terzino sinistro,TS,-,AC Venezia 1907,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/paolo-tramezzani/profil/spieler/6406,"Inter,AC Venezia 1907"
60296,60296,3469,Brescia Calcio,Gheorghe Hagi,29,Romania,Trequartista,TQ,-,FC Barcellona,Spagna,"4,00 mln €",Out,1990-99,e,serie-a,https://www.transfermarkt.it/gheorghe-hagi/profil/spieler/7939,"Brescia Calcio,FC Barcellona"
60297,60297,3436,Genoa 1893,Luca Cavallo,21,Italia,Centrocampista di destra,CD,-,AC Perugia,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/luca-cavallo/profil/spieler/21916,"Genoa 1893,AC Perugia"
60298,60298,3470,Brescia Calcio,Gabriele Ambrosetti,21,Italia,Centrocampista di sinistra,CS,-,Vicenza Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/gabriele-ambrosetti/profil/spieler/3167,"Brescia Calcio,Vicenza Calcio"
60299,60299,3499,AS Roma,Gianluca Festa,25,Italia,Terzino destro,TD,-,Inter,Italia,Fine prestito30/giu/1994,Out,1990-99,e,serie-a,https://www.transfermarkt.it/gianluca-festa/profil/spieler/5596,"AS Roma,Inter"
60301,60301,3497,AS Roma,Dario Rossi,21,Italia,Difesa,Difesa,-,US Lecce,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/dario-rossi/profil/spieler/227785,"AS Roma,US Lecce"
60302,60302,3496,AS Roma,Walter Lapini,20,Italia,Attacco,Attacco,-,Robur Siena,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/walter-lapini/profil/spieler/338642,"AS Roma,Robur Siena"
60303,60303,3495,AS Roma,Steven Torbidoni,19,Italia,Centrocampo,Centrocampo,-,Reggina Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/steven-torbidoni/profil/spieler/338016,"AS Roma,Reggina Calcio"
60305,60305,3493,AS Roma,Antonio Comi,29,Italia,Difensore centrale,DC,-,Como Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/antonio-comi/profil/spieler/227457,"AS Roma,Como Calcio"
60306,60306,3492,AS Roma,Valter Bonacina,29,Italia,Mediano,M,-,Atalanta,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/valter-bonacina/profil/spieler/218177,"AS Roma,Atalanta"
60308,60308,3490,AS Roma,Daniele Berretta,22,Italia,Mediano,M,-,Cagliari Calcio,Italia,Prestito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/daniele-berretta/profil/spieler/6716,"AS Roma,Cagliari Calcio"
60309,60309,3489,AS Roma,Antonino Bernardini,20,Italia,Mediano,M,-,Torino Calcio,Italia,Prestito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/antonino-bernardini/profil/spieler/19436,"AS Roma,Torino Calcio"
60310,60310,3488,AS Roma,Ruggiero Rizzitelli,26,Italia,Punta centrale,P,-,Torino Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/ruggiero-rizzitelli/profil/spieler/16965,"AS Roma,Torino Calcio"
60311,60311,3487,AS Roma,Alessio Scarchilli,21,Italia,Trequartista,TQ,-,Udinese Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/alessio-scarchilli/profil/spieler/16572,"AS Roma,Udinese Calcio"
60312,60312,3486,AS Roma,Roberto Muzzi,23,Italia,Punta centrale,P,-,Cagliari Calcio,Italia,gratuito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/roberto-muzzi/profil/spieler/5900,"AS Roma,Cagliari Calcio"
60313,60313,3485,AS Roma,Thomas Häßler,28,Germania,Trequartista,TQ,-,Karlsruher SC,Germania,"3,70 mln €",Out,1990-99,e,serie-a,https://www.transfermarkt.it/thomas-hassler/profil/spieler/553,"AS Roma,Karlsruher SC"
60321,60321,3477,Brescia Calcio,Nello Cusin,29,Italia,Portiere,POR,-,Delfino Pescara 1936,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/nello-cusin/profil/spieler/222775,"Brescia Calcio,Delfino Pescara 1936"
60323,60323,3475,Brescia Calcio,Franco Lerda,26,Italia,Punta centrale,P,-,SSC Napoli,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/franco-lerda/profil/spieler/166913,"Brescia Calcio,SSC Napoli"
60328,60328,3437,Genoa 1893,Roberto Murgita,25,Italia,Punta centrale,P,-,Vicenza Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/roberto-murgita/profil/spieler/169651,"Genoa 1893,Vicenza Calcio"
60329,60329,3484,AS Roma,Sinisa Mihajlovic,25,Serbia,Difensore centrale,DC,-,UC Sampdoria,Italia,"6,00 mln €",Out,1990-99,e,serie-a,https://www.transfermarkt.it/sinisa-mihajlovic/profil/spieler/5834,"AS Roma,UC Sampdoria"
60332,60332,3401,Torino Calcio,Paolo Poggi,23,Italia,Punta centrale,P,-,Udinese Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/paolo-poggi/profil/spieler/7432,"Torino Calcio,Udinese Calcio"
60334,60334,3399,Torino Calcio,Roberto Mussi,30,Italia,Terzino destro,TD,-,AC Parma,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/roberto-mussi/profil/spieler/102482,"Torino Calcio,AC Parma"
60336,60336,3397,Torino Calcio,Luca Fusi,31,Italia,Mediano,M,-,Juventus FC,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/luca-fusi/profil/spieler/118253,"Torino Calcio,Juventus FC"
60338,60338,3395,Torino Calcio,Angelo Gregucci,30,Italia,Difesa,Difesa,-,AC Reggiana,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/angelo-gregucci/profil/spieler/166893,"Torino Calcio,AC Reggiana"
60340,60340,3393,Torino Calcio,Gianluca Sordo,24,Italia,Centrocampista di destra,CD,-,Milan AC,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/gianluca-sordo/profil/spieler/142983,"Torino Calcio,Milan AC"
60341,60341,3392,Torino Calcio,Giorgio Venturin,25,Italia,Centrale,CC,-,SS Lazio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/giorgio-venturin/profil/spieler/180554,"Torino Calcio,SS Lazio"
60343,60343,3390,Torino Calcio,Sandro Cois,21,Italia,Mediano,M,-,AC Fiorentina,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/sandro-cois/profil/spieler/133980,"Torino Calcio,AC Fiorentina"
60344,60344,3389,Torino Calcio,Daniele Fortunato,31,Italia,Mediano,M,-,Atalanta,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/daniele-fortunato/profil/spieler/223002,"Torino Calcio,Atalanta"
60346,60346,3403,Torino Calcio,Benny Carbone,22,Italia,Seconda punta,SP,-,SSC Napoli,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/benny-carbone/profil/spieler/3389,"Torino Calcio,SSC Napoli"
60348,60348,3385,Torino Calcio,Raffaele Sergio,27,Italia,Terzino sinistro,TS,-,Ancona Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/raffaele-sergio/profil/spieler/224538,"Torino Calcio,Ancona Calcio"
60349,60349,3384,Torino Calcio,Pasquale Luiso,24,Italia,Punta centrale,P,-,Delfino Pescara 1936,Italia,Prestito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/pasquale-luiso/profil/spieler/24326,"Torino Calcio,Delfino Pescara 1936"
60351,60351,3382,Torino Calcio,Gianluca Petrachi,25,Italia,Centrocampo,Centrocampo,-,US Città di Palermo,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/gianluca-petrachi/profil/spieler/227503,"Torino Calcio,US Città di Palermo"
60352,60352,3381,Torino Calcio,Giovanni Galli,36,Italia,Portiere,POR,-,AC Parma,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/giovanni-galli/profil/spieler/116706,"Torino Calcio,AC Parma"
60353,60353,3379,Torino Calcio,Daniele Delli Carri,22,Italia,Difensore centrale,DC,-,Genoa 1893,Italia,gratuito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/daniele-delli-carri/profil/spieler/15336,"Torino Calcio,Genoa 1893"
60354,60354,3377,Milan AC,Ruud Gullit,32,Olanda,Seconda punta,SP,-,UC Sampdoria,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/ruud-gullit/profil/spieler/101045,"Milan AC,UC Sampdoria"
60355,60355,3376,Milan AC,Francesco Cozza,20,Italia,Trequartista,TQ,-,Vicenza Calcio,Italia,Prestito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/francesco-cozza/profil/spieler/6071,"Milan AC,Vicenza Calcio"
60356,60356,3375,Milan AC,Alessandro Orlando,24,Italia,Terzino sinistro,TS,-,Juventus FC,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/alessandro-orlando/profil/spieler/177685,"Milan AC,Juventus FC"
60359,60359,3434,Genoa 1893,Nicola Caricola,31,Italia,Difensore centrale,DC,-,Torino Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/nicola-caricola/profil/spieler/217801,"Genoa 1893,Torino Calcio"
60360,60360,3402,Torino Calcio,Robert Jarni,25,Croazia,Terzino sinistro,TS,-,Juventus FC,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/robert-jarni/profil/spieler/29556,"Torino Calcio,Juventus FC"
60361,60361,3380,Torino Calcio,Yahaya Mallam,19,Ghana,Trequartista,TQ,-,Borussia Dortmund,Germania,gratuito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/yahaya-mallam/profil/spieler/17858,"Torino Calcio,Borussia Dortmund"
60362,60362,3404,Torino Calcio,Andrea Sottil,20,Italia,Difensore centrale,DC,-,AC Fiorentina,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/andrea-sottil/profil/spieler/5886,"Torino Calcio,AC Fiorentina"
60363,60363,3420,AS Bari,Gabriele Grossi,22,Italia,Terzino sinistro,TS,-,SSC Napoli,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/gabriele-grossi/profil/spieler/227658,"AS Bari,SSC Napoli"
60364,60364,3433,Genoa 1893,Dan Petrescu,26,Romania,Terzino destro,TD,-,Sheffield Wednesday,Inghilterra,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/dan-petrescu/profil/spieler/102023,"Genoa 1893,Sheffield Wednesday"
60368,60368,3430,Genoa 1893,Davide Nicola,21,Italia,Terzino destro,TD,-,Ancona Calcio,Italia,Prestito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/davide-nicola/profil/spieler/21826,"Genoa 1893,Ancona Calcio"
60369,60369,3428,AS Bari,Massimiliano Tangorra,24,Italia,Difesa,Difesa,-,Ancona Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/massimiliano-tangorra/profil/spieler/104847,"AS Bari,Ancona Calcio"
60374,60374,3423,AS Bari,Maurizio Laureri,28,Italia,Centrocampo,Centrocampo,-,Como Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/maurizio-laureri/profil/spieler/228202,"AS Bari,Como Calcio"
60377,60377,3429,Genoa 1893,Gianluca Berti,27,Italia,Portiere,POR,-,Ancona Calcio,Italia,gratuito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/gianluca-berti/profil/spieler/6010,"Genoa 1893,Ancona Calcio"
60379,60379,3412,SS Lazio,Luca Luzardi,24,Italia,Difensore centrale,DC,-,SSC Napoli,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/luca-luzardi/profil/spieler/224935,"SS Lazio,SSC Napoli"
60380,60380,3407,Torino Calcio,Ivano Bonetti,30,Italia,Centrocampista di sinistra,CS,-,Brescia Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/ivano-bonetti/profil/spieler/181056,"Torino Calcio,Brescia Calcio"
60382,60382,3406,Torino Calcio,Nicola Caricola,31,Italia,Difensore centrale,DC,-,Genoa 1893,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/nicola-caricola/profil/spieler/217801,"Torino Calcio,Genoa 1893"
60383,60383,3408,SS Lazio,Thomas Doll,28,Germania,Trequartista,TQ,-,Eintracht Francoforte,Germania,"1,75 mln €",Out,1990-99,e,serie-a,https://www.transfermarkt.it/thomas-doll/profil/spieler/1455,"SS Lazio,Eintracht Francoforte"
60384,60384,3409,SS Lazio,Daniele Adani,20,Italia,Difensore centrale,DC,-,Brescia Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/daniele-adani/profil/spieler/5774,"SS Lazio,Brescia Calcio"
60385,60385,3411,SS Lazio,Luigi Corino,28,Italia,Difesa,Difesa,-,Brescia Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/luigi-corino/profil/spieler/224930,"SS Lazio,Brescia Calcio"
60386,60386,3410,SS Lazio,Claudio Sclosa,33,Italia,Centrocampo,Centrocampo,-,US Cremonese,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/claudio-sclosa/profil/spieler/225174,"SS Lazio,US Cremonese"
60387,60387,3413,SS Lazio,Ivano Della Morte,20,Italia,Centrale,CC,-,US Lecce,Italia,Prestito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/ivano-della-morte/profil/spieler/5926,"SS Lazio,US Lecce"
60388,60388,3414,SS Lazio,Fabrizio Di Mauro,29,Italia,Mediano,M,-,AC Fiorentina,Italia,Fine prestito30/giu/1994,Out,1990-99,e,serie-a,https://www.transfermarkt.it/fabrizio-di-mauro/profil/spieler/224932,"SS Lazio,AC Fiorentina"
60389,60389,3415,SS Lazio,Pierluigi Casiraghi,25,Italia,Punta centrale,P,-,Juventus FC,Italia,Fine prestito30/giu/1994,Out,1990-99,e,serie-a,https://www.transfermarkt.it/pierluigi-casiraghi/profil/spieler/102485,"SS Lazio,Juventus FC"
60395,60395,2525,Genoa 1893,Christian Panucci,20,Italia,Terzino destro,TD,-,Milan AC,Italia,"5,94 mln €",Out,1990-99,e,serie-a,https://www.transfermarkt.it/christian-panucci/profil/spieler/5940,"Genoa 1893,Milan AC"
60398,60398,2530,Genoa 1893,Andrea Fortunato,21,Italia,Terzino sinistro,TS,-,Juventus FC,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/andrea-fortunato/profil/spieler/223463,"Genoa 1893,Juventus FC"
60399,60399,2529,Genoa 1893,Michele Padovano,26,Italia,Punta centrale,P,-,AC Reggiana,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/michele-padovano/profil/spieler/158112,"Genoa 1893,AC Reggiana"
60402,60402,2526,Genoa 1893,Roberto Lorenzini,27,Italia,Terzino sinistro,TS,-,Milan AC,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/roberto-lorenzini/profil/spieler/223470,"Genoa 1893,Milan AC"
60406,60406,2522,Torino Calcio,Antonio Aloisi,24,Italia,Difesa,Difesa,-,Cagliari Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/antonio-aloisi/profil/spieler/223331,"Torino Calcio,Cagliari Calcio"
60407,60407,2521,Torino Calcio,Alvise Zago,23,Italia,Centrocampo,Centrocampo,-,Bologna FC,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/alvise-zago/profil/spieler/227530,"Torino Calcio,Bologna FC"
60408,60408,2519,Torino Calcio,Raffaele Di Fusco,31,Italia,Portiere,POR,-,SSC Napoli,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/raffaele-di-fusco/profil/spieler/86766,"Torino Calcio,SSC Napoli"
60411,60411,2516,Torino Calcio,Enzo Scifo,27,Belgio,Trequartista,TQ,-,AS Monaco,Francia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/enzo-scifo/profil/spieler/15547,"Torino Calcio,AS Monaco"
60412,60412,2537,Inter,Marco Delvecchio,20,Italia,Punta centrale,P,-,Udinese Calcio,Italia,Spesa prestito:150 mila €,Out,1990-99,e,serie-a,https://www.transfermarkt.it/marco-delvecchio/profil/spieler/5961,"Inter,Udinese Calcio"
60414,60414,2514,Torino Calcio,Pasquale Bruno,31,Italia,Terzino destro,TD,-,AC Fiorentina,Italia,775 mila €,Out,1990-99,e,serie-a,https://www.transfermarkt.it/pasquale-bruno/profil/spieler/222748,"Torino Calcio,AC Fiorentina"
60416,60416,2551,Inter,Dino Baggio,20,Italia,Mediano,M,-,Juventus FC,Italia,Fine prestito30/giu/1992,Out,1990-99,e,serie-a,https://www.transfermarkt.it/dino-baggio/profil/spieler/5843,"Inter,Juventus FC"
60417,60417,2538,Inter,Darko Pancev,28,Macedonia del Nord,Punta centrale,P,-,VfB Leipzig,Germania,Prestito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/darko-pancev/profil/spieler/100098,"Inter,VfB Leipzig"
60418,60418,2539,Inter,Gianluca Festa,24,Italia,Terzino destro,TD,-,AS Roma,Italia,Prestito,Out,1990-99,e,serie-a,https://www.transfermarkt.it/gianluca-festa/profil/spieler/5596,"Inter,AS Roma"
60419,60419,2512,Juventus FC,Massimiliano Giacobbo,19,Italia,Centrale,CC,-,Foggia Calcio,Italia,?,Out,1990-99,e,serie-a,https://www.transfermarkt.it/massimiliano-giacobbo/profil/spieler/16850,"Juventus FC,Foggia Calcio"
